Producto;Cantidad;Categoría;Fecha/Hora;Valor del Descuento;Motivo del Descuento;Ventas NETAS;Tipo de Venta;Opción de Comer;Código Fiscal;Impuesto;Ventas TOTALES;Precio de Coste;Margen;Método de Pago;Nominal;A/C Ref;Notas;Identificación del Cliente;ProductId
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Fundas Multilastradas A5;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04000;0.17000;Efectivo;;;;;2162595
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 18:22:16;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
TippEx Micro tape Twist;1.0000;Escritura;14/04/2026 18:19:18;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.35000;1.29000;Tarjeta;;;;;2156412
Servicio menor a 1 hora;1.0000;;14/04/2026 18:19:18;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Tarjeta;;;;;2166061
Bloc Cartulina Praxton;1.0000;Escolar y manualidades;14/04/2026 18:19:18;0.0000;;2.48000;Eat in;0;;0.52;3.00000;0.58000;1.90000;Tarjeta;;;;;2158489
G2 0.7 Negro;1.0000;Bolígrafos;14/04/2026 18:19:18;0.0000;;2.47000;Eat in;0;;0.52;2.99000;0.67000;1.80000;Tarjeta;;;;;2154031
Copia A4 Color;5.0000;Copisteria;14/04/2026 17:48:01;0.4500;General;1.49000;Eat in;0;;0.31;1.80000;0.25000;1.24000;Tarjeta;;;;338387;2160049
Oxford A4 Cuadriculado 5x5 120H;1.0000;Papel de oficina y etiquetas;14/04/2026 17:41:35;0.0000;;5.12000;Eat in;0;;1.08;6.20000;3.30000;1.82000;Tarjeta;;;;;2158554
Oxford A4 Cuadriculado 5x5 120H;1.0000;Papel de oficina y etiquetas;14/04/2026 17:41:35;0.0000;;5.12000;Eat in;0;;1.08;6.20000;3.30000;1.82000;Tarjeta;;;;;2158554
Servicio menor a 1 hora;1.0000;;14/04/2026 17:34:33;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Efectivo;;;;;2166061
Copia A4 B/N;1.0000;Copisteria;14/04/2026 17:34:33;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Doble Cara A4 B/N;1.0000;Copisteria;14/04/2026 17:34:33;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Efectivo;;;;;2160046
Doble Cara A4 B/N;1.0000;Copisteria;14/04/2026 17:34:33;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Efectivo;;;;;2160046
Plastilina Jovi 50g 70/01;1.0000;Escolar y manualidades;14/04/2026 17:28:05;0.0000;;0.66000;Eat in;0;;0.14;0.80000;0.30000;0.36000;Tarjeta;;;;;2151451
Servicio menor a 1 hora;1.0000;;14/04/2026 17:28:05;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Tarjeta;;;;;2166061
Plastilina Jovi 50g 70/01;1.0000;Escolar y manualidades;14/04/2026 17:28:05;0.0000;;0.66000;Eat in;0;;0.14;0.80000;0.30000;0.36000;Tarjeta;;;;;2151451
Servicio menor a 1 hora;1.0000;;14/04/2026 17:27:11;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.00000;0.83000;Tarjeta;;;;;2166061
Doble Cara A4 B/N;9.0000;Copisteria;14/04/2026 17:27:11;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.45000;1.41000;Tarjeta;;;;;2160046
Copia A4 B/N;3.0000;Copisteria;14/04/2026 17:27:11;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.15000;0.22000;Tarjeta;;;;;2160044
2ª Pag;1.0000;Copisteria;14/04/2026 17:22:31;0.0000;;0.10000;Eat in;0;;0.02;0.12000;0.05000;0.05000;Efectivo;;;;;2160067
1ª Página;1.0000;Copisteria;14/04/2026 17:22:31;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Efectivo;;;;;2160065
Flautas Honner;1.0000;Juegos y regalos;14/04/2026 17:17:22;-1.1500;General;7.44000;Eat in;0;;1.56;9.00000;4.43000;3.01000;Tarjeta;;;;;2152046
Copia A4 Color;2.0000;Copisteria;14/04/2026 13:55:12;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.10000;0.64000;Tarjeta;;;;;2160049
Subcarpetas Praxton colores;1.0000;Oficina;14/04/2026 13:55:12;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.13240;0.23760;Tarjeta;;;;;2225489
Subcarpetas Praxton colores;-1.0000;Oficina;14/04/2026 13:54:39;0.0000;;-0.37000;Eat in;0;;-0.08;-0.45000;-0.13240;-0.23760;Efectivo;;;;;2225489
Copia A4 Color;-2.0000;Copisteria;14/04/2026 13:54:39;0.0000;;-0.74000;Eat in;0;;-0.16;-0.90000;-0.10000;-0.64000;Efectivo;;;;;2160049
Copia A4 Color;8.0000;Copisteria;14/04/2026 13:54:22;0.0000;;2.98000;Eat in;0;;0.62;3.60000;0.40000;2.58000;Tarjeta;;;;;2160049
Fundas Multilastradas A5;1.0000;Copisteria;14/04/2026 13:54:22;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04000;0.17000;Tarjeta;;;;;2162595
Subcarpetas Praxton colores;1.0000;Oficina;14/04/2026 13:52:33;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.13240;0.23760;Efectivo;;;;;2225489
Copia A4 Color;2.0000;Copisteria;14/04/2026 13:52:33;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.10000;0.64000;Efectivo;;;;;2160049
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:44:17;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:44:17;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:42:26;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Fundas Multilastradas A5;1.0000;Copisteria;14/04/2026 13:35:12;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04000;0.17000;Efectivo;;;;;2162595
Menor Igual A5;1.0000;Copisteria;14/04/2026 13:32:47;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.05000;1.19000;Tarjeta;;;;;2160070
Copia A4 Color;1.0000;Copisteria;14/04/2026 13:32:47;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:29:56;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:29:56;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:29:56;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;4.0000;Copisteria;14/04/2026 13:27:27;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Efectivo;;;;;2160044
Doble Cara A4 B/N;1.0000;Copisteria;14/04/2026 13:25:06;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Efectivo;;;;;2160046
Doble Cara A4 B/N;1.0000;Copisteria;14/04/2026 13:25:06;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Efectivo;;;;;2160046
Copia A4 Color;1.0000;Copisteria;14/04/2026 13:23:45;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:07:39;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 13:07:39;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Doble Cara A4 B/N;1.0000;Copisteria;14/04/2026 13:07:39;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Efectivo;;;;;2160046
Copia A4 B/N;4.0000;Copisteria;14/04/2026 12:51:51;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Efectivo;;;;;2160044
Copia A4 B/N;5.0000;Copisteria;14/04/2026 12:44:39;0.0000;;0.62000;Eat in;0;;0.13;0.75000;0.25000;0.37000;Efectivo;;;;;2160044
Sobre con cierre de Velcro. 180x250 A5 90426;3.0000;Oficina;14/04/2026 12:21:33;0.0000;;2.60000;Eat in;0;;0.55;3.15000;1.50000;1.10000;Tarjeta;;;;;2157160
Copia A4 B/N;4.0000;Copisteria;14/04/2026 12:09:29;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 12:04:28;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Credit;;;;338389;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 12:04:28;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Credit;;;;338389;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 12:04:28;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Credit;;;;338389;2160044
Copia A4 B/N;1.0000;Copisteria;14/04/2026 12:04:28;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Credit;;;;338389;2160044
Sobre con cierre de Velcro. 180x250 A5 90426;1.0000;Oficina;14/04/2026 11:55:57;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.50000;0.37000;Efectivo;;;;;2157160
Copia A4 Color;1.0000;Copisteria;14/04/2026 11:42:37;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;14/04/2026 10:50:53;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 B/N;4.0000;Copisteria;14/04/2026 10:06:04;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Tarjeta;;;;;2160044
Tubo Cartón Faibo 40x460 mm;1.0000;Oficina;14/04/2026 9:44:11;0.0000;;2.89000;Eat in;0;;0.61;3.50000;1.79000;1.10000;Tarjeta;;;;;2152113
Doble Cara A4 B/N;4.0000;Copisteria;13/04/2026 19:56:16;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.20000;0.63000;Efectivo;;;;;2160046
Copia A4 Color;1.0000;Copisteria;13/04/2026 19:48:45;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Cristal Original Azul 1.0;1.0000;Bolígrafos;13/04/2026 19:48:25;0.0000;;0.41000;Eat in;0;;0.09;0.50000;0.14500;0.26500;Tarjeta;;;;;2155626
Cromo Hello Kitty and Friends Panini.;1.0000;Escolar y manualidades;13/04/2026 19:48:25;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.67000;0.16000;Tarjeta;;;;;2224909
Cromo Hello Kitty and Friends Panini.;1.0000;Escolar y manualidades;13/04/2026 19:48:25;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.67000;0.16000;Tarjeta;;;;;2224909
Pizarra Velleda Negro;1.0000;Rotuladores y marcadores;13/04/2026 19:45:43;0.0000;;1.28000;Eat in;0;;0.27;1.55000;0.66000;0.62000;Tarjeta;;;;;2152765
Cera Manley 15 colores;1.0000;Escolar y manualidades;13/04/2026 19:45:43;0.0000;;4.01000;Eat in;0;;0.84;4.85000;2.48000;1.53000;Tarjeta;;;;;2150703
Pizarra Velleda Azul;1.0000;Rotuladores y marcadores;13/04/2026 19:45:43;0.0000;;1.28000;Eat in;0;;0.27;1.55000;0.66000;0.62000;Tarjeta;;;;;2152763
Plastico 20 cm;1.0000;Escolar y manualidades;13/04/2026 19:45:43;0.0000;;0.45000;Eat in;0;;0.10;0.55000;0.21000;0.24000;Tarjeta;;;;;2154645
Pizarra Velleda Rojo;1.0000;Rotuladores y marcadores;13/04/2026 19:45:43;0.0000;;1.28000;Eat in;0;;0.27;1.55000;0.66000;0.62000;Tarjeta;;;;;2152757
TippEx Micro tape Twist;1.0000;Escritura;13/04/2026 19:41:06;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.35000;1.29000;Tarjeta;;;;;2156412
4 colores basic Bic.;1.0000;Bolígrafos;13/04/2026 19:41:06;0.0000;;2.07000;Eat in;0;;0.43;2.50000;1.22000;0.85000;Tarjeta;;;;;2254948
TippEx Micro tape Twist;1.0000;Escritura;13/04/2026 19:41:06;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.35000;1.29000;Tarjeta;;;;;2156412
Oxford A4 Cuadriculado 5x5 120H;1.0000;Papel de oficina y etiquetas;13/04/2026 19:41:06;0.0000;;5.12000;Eat in;0;;1.08;6.20000;3.30000;1.82000;Tarjeta;;;;;2158554
Copia A4 B/N;1.0000;Copisteria;13/04/2026 19:40:21;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;13/04/2026 19:40:21;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;13/04/2026 19:40:21;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Efectivo;;;;;2162187
Copia A4 Color;1.0000;Copisteria;13/04/2026 19:40:21;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;13/04/2026 19:40:21;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 Color;1.0000;Copisteria;13/04/2026 19:40:21;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Efectivo;;;;;2160049
Copia A4 B/N;1.0000;Copisteria;13/04/2026 19:28:04;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;13/04/2026 19:28:04;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Goma Milán 430;1.0000;Artículos generales;13/04/2026 19:21:24;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.13400;0.36600;Tarjeta;;;;;2156974
Noris 2B;1.0000;Lápices y portaminas;13/04/2026 19:21:24;0.0000;;0.66000;Eat in;0;;0.14;0.80000;0.29000;0.37000;Tarjeta;;;;;2160881
Noris HB ;1.0000;Lápices y portaminas;13/04/2026 19:21:24;0.0000;;0.66000;Eat in;0;;0.14;0.80000;0.29000;0.37000;Tarjeta;;;;;2160892
Copia A4 B/N;4.0000;Copisteria;13/04/2026 19:13:02;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Efectivo;;;;;2160044
TippEx Micro tape Twist;1.0000;Escritura;13/04/2026 19:09:06;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.35000;1.29000;Efectivo;;;;;2156412
TippEx Micro tape Twist;1.0000;Escritura;13/04/2026 19:00:15;-4.2000;General;4.20000;Take Out;1;;0.00;4.20000;1.35000;2.85000;Glovo;;;;;2156412
Tippex Pocket Mouse 10m;1.0000;Escritura;13/04/2026 19:00:15;-4.5000;General;4.50000;Take Out;1;;0.00;4.50000;1.85000;2.65000;Glovo;;;;;2157009
Borrable Frixion clicker 0.7 Negro;1.0000;Bolígrafos;13/04/2026 19:00:15;0.4500;General;2.48000;Take Out;1;;0.52;3.00000;1.40000;1.08000;Glovo;;;;;2152782
Borrable Frixion clicker 0.7 Azul;1.0000;Bolígrafos;13/04/2026 19:00:15;0.4500;General;2.48000;Take Out;1;;0.52;3.00000;1.40000;1.08000;Glovo;;;;;2152783
Espiral A5 Pauta 3.5;1.0000;Cuadernos y bloc;13/04/2026 18:55:16;0.0000;;2.44000;Eat in;0;;0.51;2.95000;1.31000;1.13000;Efectivo;;;;;2158727
Copia A4 B/N;15.0000;Copisteria;13/04/2026 18:44:53;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.75000;1.11000;Efectivo;;;;;2160044
Copia A4 B/N;3.0000;Copisteria;13/04/2026 18:38:20;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.15000;0.22000;Efectivo;;;;;2160044
Copia A3;1.0000;Copisteria;13/04/2026 18:37:57;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Tarjeta;;;;;2160045
Navigator 80;1.0000;Papel de oficina y etiquetas;13/04/2026 18:35:54;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Tarjeta;;;;;2159676
Doble Cara A4 Color;1.0000;Copisteria;13/04/2026 18:32:32;0.0000;;0.66000;Eat in;0;;0.14;0.80000;0.05000;0.61000;Efectivo;;;;;2160051
Kit Grainve Creative Road Trip;1.0000;Juegos y regalos;13/04/2026 18:30:57;0.0000;;15.29000;Eat in;0;;3.21;18.50000;12.00000;3.29000;Tarjeta;;;;;2161880
Organizador Transparente 110813;1.0000;Oficina;13/04/2026 18:30:57;0.0000;;4.30000;Eat in;0;;0.90;5.20000;3.00000;1.30000;Tarjeta;;;;;2157196
Borrable Frixion Ball 0.7 Azul;1.0000;Bolígrafos;13/04/2026 18:30:57;0.0000;;1.90000;Eat in;0;;0.40;2.30000;1.34000;0.56000;Tarjeta;;;;;2152791
DOHE Pared 30x30;1.0000;Temporada;13/04/2026 18:30:57;0.0000;;7.07000;Eat in;0;;1.48;8.55000;5.73000;1.34000;Tarjeta;;;;;2160618
Panini Cromos La Liga 25-26;4.0000;Otros;13/04/2026 18:20:51;0.0000;;3.31000;Eat in;0;;0.69;4.00000;2.68000;0.63000;Efectivo;;;;;2191625
Afilador Milan DUO variado;1.0000;Lápices y portaminas;13/04/2026 18:20:51;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.68000;0.96000;Efectivo;;;;;2156993
V Hi-tecpoint 0.5 Rojo;1.0000;Bolígrafos;13/04/2026 18:15:27;0.0000;;2.44000;Eat in;0;;0.51;2.95000;1.04000;1.40000;Tarjeta;;;;;2152896
V Hi-tecpoint 0.5 Azul;1.0000;Bolígrafos;13/04/2026 18:15:27;0.0000;;2.44000;Eat in;0;;0.51;2.95000;1.04000;1.40000;Tarjeta;;;;;2152903
Copia A4 B/N;3.0000;Copisteria;13/04/2026 18:03:57;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.15000;0.22000;Efectivo;;;;;2160044
Pegamento Barra Pritt 20g;1.0000;Oficina;13/04/2026 17:51:07;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Efectivo;;;;;2162578
Pegamento Imedio;1.0000;Escolar y manualidades;13/04/2026 17:51:07;0.0000;;2.31000;Eat in;0;;0.49;2.80000;1.40000;0.91000;Efectivo;;;;;2163330
Super R6 6m;1.0000;Escritura;13/04/2026 17:51:07;0.0000;;2.52000;Eat in;0;;0.53;3.05000;1.68000;0.84000;Efectivo;;;;;2157019
Cristal Original Rojo 1.0;1.0000;Bolígrafos;13/04/2026 17:51:07;0.0000;;0.41000;Eat in;0;;0.09;0.50000;0.14500;0.26500;Efectivo;;;;;2155600
Tippex Rapid Bote;1.0000;Escritura;13/04/2026 17:44:07;0.0000;;1.82000;Eat in;0;;0.38;2.20000;1.06700;0.75300;Tarjeta;;;;;2157011
Copia A4 Color;1.0000;Copisteria;13/04/2026 17:44:07;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 Color;1.0000;Copisteria;13/04/2026 17:44:07;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 B/N;1.0000;Copisteria;13/04/2026 17:43:24;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;13/04/2026 17:43:24;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
A4 120g Color;1.0000;Copisteria;13/04/2026 17:43:24;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.05000;0.69000;Tarjeta;;;;;2160072
Permanente Drawing Pen 0.8;1.0000;Rotuladores y marcadores;13/04/2026 17:06:01;0.0000;;2.77000;Eat in;0;;0.58;3.35000;1.07000;1.70000;Efectivo;;;;;2154259
Copia A4 B/N;4.0000;Copisteria;13/04/2026 13:55:14;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Efectivo;;;;;2160044
Panini Adrenalyn Mundial Album;1.0000;Otros;13/04/2026 13:40:35;0.0000;;8.26000;Eat in;0;;1.74;10.00000;6.70000;1.56000;Tarjeta;;;;;2275129
Panini Adrenalyn Mundial Album;1.0000;Otros;13/04/2026 13:40:35;0.0000;;8.26000;Eat in;0;;1.74;10.00000;6.70000;1.56000;Tarjeta;;;;;2275129
Panini Cromos Adrenalyn Mundial 2026;10.0000;Otros;13/04/2026 13:40:35;0.0000;;16.53000;Eat in;0;;3.47;20.00000;16.30000;0.23000;Tarjeta;;;;;2272968
Copia A4 B/N;1.0000;Copisteria;13/04/2026 12:54:19;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;13/04/2026 12:54:19;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Dosier Uñero A4;3.0000;Oficina;13/04/2026 12:54:19;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.75000;0.49000;Tarjeta;;;;;2163434
Fundas Multilastradas 6822;1.0000;Copisteria;13/04/2026 12:54:19;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Fundas Multilastradas 6822;1.0000;Copisteria;13/04/2026 12:52:18;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Goma Faber-Castell PVC FREE;1.0000;Artículos generales;13/04/2026 12:52:18;0.0000;;0.62000;Eat in;0;;0.13;0.75000;0.41400;0.20600;Tarjeta;;;;;2196410
Copia A4 B/N;26.0000;Copisteria;13/04/2026 12:52:18;0.0000;;3.22000;Eat in;0;;0.68;3.90000;1.30000;1.92000;Tarjeta;;;;;2160044
Copia A4 Color;3.0000;Copisteria;13/04/2026 12:52:18;0.0000;;1.12000;Eat in;0;;0.23;1.35000;0.15000;0.97000;Tarjeta;;;;;2160049
Sobre Americano Open 115;1.0000;Papel;13/04/2026 12:33:54;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.12000;0.09000;Efectivo;;;;;2162552
Bolsas Kraft Alcochadas 350x470;1.0000;Otros;13/04/2026 12:33:27;0.0000;;0.95000;Eat in;0;;0.20;1.15000;0.63300;0.31700;Tarjeta;;;;;2162017
Copia A4 B/N;1.0000;Copisteria;13/04/2026 12:04:09;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;13/04/2026 11:59:46;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;7.0000;Copisteria;13/04/2026 11:58:46;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.35000;0.52000;Tarjeta;;;;;2160044
Copia A4 B/N;6.0000;Copisteria;13/04/2026 11:55:53;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.30000;0.44000;Efectivo;;;;;2160044
Espiral A4 Cuadriculado 4x4;1.0000;Cuadernos y bloc;13/04/2026 11:49:06;0.0000;;3.84000;Eat in;0;;0.81;4.65000;2.38000;1.46000;Tarjeta;;;;;2158886
Doble Cara A4 B/N;1.0000;Copisteria;13/04/2026 11:49:06;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.05000;0.16000;Tarjeta;;;;;2160046
Plastilina Jovi 150g 71/15;1.0000;Escolar y manualidades;13/04/2026 11:48:05;0.0000;;1.20000;Eat in;0;;0.25;1.45000;0.89000;0.31000;Efectivo;;;;;2151504
Plastilina Jovi 150g 71/15;1.0000;Escolar y manualidades;13/04/2026 11:48:05;0.0000;;1.20000;Eat in;0;;0.25;1.45000;0.89000;0.31000;Efectivo;;;;;2151504
Doble Cara A4 B/N;12.0000;Copisteria;13/04/2026 11:38:33;0.0000;;2.48000;Eat in;0;;0.52;3.00000;0.60000;1.88000;Efectivo;;;;;2160046
Sobre con fuelle  Velcro. A4;1.0000;Oficina;13/04/2026 11:38:33;0.0000;;1.12000;Eat in;0;;0.23;1.35000;0.81000;0.31000;Efectivo;;;;;2189792
Copia A4 B/N;2.0000;Copisteria;13/04/2026 11:34:51;0.0000;;0.25000;Eat in;0;;0.05;0.30000;0.10000;0.15000;Tarjeta;;;;;2160044
Tijera Faibo 16 cm;1.0000;Oficina;13/04/2026 11:34:51;0.0000;;1.56000;Eat in;0;;0.33;1.89000;0.56000;1.00000;Tarjeta;;;;;2189549
Copia A4 B/N;1.0000;Copisteria;13/04/2026 11:32:26;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Noris Colour 12 aquarela;1.0000;Colores y pintura;13/04/2026 11:32:26;0.0000;;4.50000;Eat in;0;;0.95;5.45000;2.89000;1.61000;Efectivo;;;;;2155365
1ª Página;1.0000;Copisteria;13/04/2026 11:32:26;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Efectivo;;;;;2160065
